Message,Reply
We gonna have some nice braai venues this year,Definitely
On the 28th,How’s it gone???
Because I am going to cpt to see my sisters place and then staying the night,Oh sick. How’s her place?
And then Thursday we can do a dinner,Definitely we must
Happy 21st ! Hope you’ve had an awesome day and got totally spoiled. Can’t believe you’re 21 already it’s crazy! Feels like just yesterday we met back in grade 4 during my first days at Bennies. Can’t wait to make more memories and celebrate with you. Love you my boy ,"Sorry I missed your call broski, busy at the moment. Thanks for the wishes brother, looking forward to spending more time with you this year "
Will casa not have speakers playing music?,No they told us that we have to bring if we want music
https://chat.whatsapp.com/FqjPaRrw3bnHP6gqUA9IAt,Thanks bb
You keen for golf soon? I want to start playing more,I don’t know if I have time for golf this semester is killing me already
Also my house is ready for braai time ,Sick
Possibly next weekend,Very keen
Same as last time or?,Yeah sounds good
Nah I’d rather not,Yeah fair 
I am seeing what I can do,You trying to find other people to play?
Can you and faith not just pay on the app that’s the only way it will work,Ok yeah will do
Photo,Dude so depressing… my dads surprise birthday is the same day 
Yea been good thanks and you ?,Yeah not too bad
It was going to be in the evening,damn sorry man
Yes we must. You busy this weekend?,unfortunetely yeah. but after tuesday ill be free for a bit
Okay sounds good braai at me on the Wednesday then?,very keen
Yea I am,"sick, how did they go?"
Okay then we can go then. So should we say meet at 4:50?,4:50 or 3:50?
Sorry.. trying hard over here to convince Emile that Bennies is just as good!,Goodluck!!
"What about the proofs that he said 
This theorem - with proof.",Yeah that’s what those 4 are. He only said theorem with proof for them. He didn’t mention proofs with any other theorems
Thanks a lot,Of course
"not dat sci 
I fall asleep 
The rest I’ve been good",lol well done
Where have you been,I gave up going to class
And it’s easy to hop on at any point,Fairs
And it’s easy to hop on at any point,Was thinking I should start going to it at some point
"no  and it feels daunting 
Today he was asking questions in class and I was just stunned",Have you started?
"You must 
It’s still at a chilled point",Okay okay…will try the next one
Have you started?,Noo
"Hi there - we can't wait to help you out!
Sometimes - usually if we have lots of clients needing us all at once - it takes us a little longer than we'd like to get a WhatsApp helper chatting to you.
We'd love to chat, but if at any time you don't need our help any more, please reply with CLOSE and we'll end this chat. We promise we wont take it personally.
Thanks for your patience!
Good day , how can I assist you today?","Hi, I have fibre network in newinbosch estate, stellenbosch and it is down"
"We apologize for any troubles caused , I will be with you shortly
Please confirm your ID number
Are you still there?
Thank you , I will be with you shortly
Are you still there?",Yes
"I understand you may need a bit more time to get back to me. Once you're ready to continue this chat, please message us back and we'll do our best to assist you.
Hi there - we can't wait to help you out!
Sometimes - usually if we have lots of clients needing us all at once - it takes us a little longer than we'd like to get a WhatsApp helper chatting to you.
We'd love to chat, but if at any time you don't need our help any more, please reply with CLOSE and we'll end this chat. We promise we wont take it personally.
Thanks for your patience!",Hi my fibre network is not working 
"Good Day, I hope you are well.
I apologize for the inconvenience caused.  Please hold while I locate your account. I will be with you shortly.
Please show me the lights on your fibre box?","All the lights on the fibre box are correct, the problem is with the router"
"Please unplug your ONT(fibre box) and router for at least 5 mins, I will then refresh your line. Please inform me when you have unplugged.",They are unplugged  thank you
"Thank you, please power back on at 09:12
Thank you for your patience. Please plug back in, give both devices up to 2 mins to power up and kindly test if you have internet.",Hi the router is still the same colour
"Okay no problem, let us troubleshoot further, do you have access to another phone or a laptop?",Yes
"Okay, please connect to the router WiFi on another device and open your web browser
On the web browser please type in tplinkwifi.net and hit search
If you are using another phone please ensure that mobile data is off
Are you still there?
Are you managing?","Hi thank the problem is sorted
Close"
"Do you have internet on your devices?
Do you need assistance with anything else at the moment?
Are you still there?",I’m all good thanks for the help
"nah
started",Where you?
"nice
sir
do you have an iron","Oh shit my bad
Hello
Why?"
"fuck
white tee
for dance","Shit
I have a non wrinkled one
If you want to borrow"
you good?,"Yeah
Didn’t want to walk in the rain"
fairs,You in class?
"what was the video that was clutch for symbol table
on youtube","Oh shit
Sorry didn’t see
Forgot what it was
Just search hash table implementation in c"
"bro
bro
i lost it",You going to comp sci?
"bro
you at the narga yet",Nah
"resources then documents i think
you find it?","yeah thanks bb
have you started?"
"yeah
i mean i finished off that codegen fe
file*
and then i’m busy w the stuff in simplc
hows it going w you",Shits low-key hard
"did this hun not give you sumn for chapter 1&2 of international fin
also are you going to dylans braai thin?",You?
"what did you do for financial markets
coz this textbook looking cheeks
feel like buying notes for fin markets chapter 1 & 2
is it bad?",I don’t really see how they gonna ask 40% of the paper on that
"i’m a uk9.5
i got that exact size in my birks","You writing?
I assume no
Since you not here"
"bro
put me on
i wanna start compsci. what you doing for it?
i feel like spreading it out and being nic level on top of my work","Past papers
That’s the way
Apparently
Just do as many as you can"
so slides then past papers?,Yebo
"how far are you?
you gonna be my time guideline
dont tell me something crazy like week 6 already
wait how was your hell thursday and friday","lol
Got data science project
Working on that
I’m cooked 
Might fail mathstats 245
That paper was atrocious
And ecos wasn’t great
How’d you find it?"
"that one 18 mark question for ecos cooked me
i tried to waffle
but gone like that
and compsci handin i didn’t touch subdef
but everything else worked
so it was meh for me","I had nothing
Don’t know where that stuff was in the notes
I didn’t have time for subdef and arrays
But got everything else"
you see this?,"Yeah saw from the group
But apparently he gave a test thing yesterday
So I have a feeling he’s gonna do same thing today
So I’m gonna go
I also want to try figure out assembly there"
awe lemme land,Thanks boo
"got a 60 for a1 and 70 for essay ao decent ig
you?","69 a1 75 essay
Yeah way bettter than I thought I’d do
You gonna go to comp sci?
I rate there’s going to be a test"
"shi my bad
can i bring it to you in 10?","Nah no stress
I only need it by Tuesday
I could even walk past you on my way to the exam"
you writing ecos?,"Yeah
You?"
"aight gotchu
what venue you writing in?","Gg cillir
I think everyone is writing in that one
You in that one?"
yeah i think so,"I’m going in
Just give it to me when you get here
Pookie
Thanks"
yeah i gotchuuuuuuuuuuuu,"I’m front left
When you walking in"
